ID,CVF,prosity,E,mu,Strength,figure
1851,0.74,42,3.50E+11,0.14761,2017820613,1851.png
1852,0.74,47,3.42E+11,0.15191,1762194684,1852.png
1853,0.74,49,3.36E+11,0.14639,1886522912,1853.png
1854,0.74,36,3.37E+11,0.15008,1805716503,1854.png
1855,0.74,34,3.40E+11,0.14694,1784766600,1855.png
1856,0.74,32,3.43E+11,0.15003,1884027558,1856.png
1857,0.74,51,3.36E+11,0.14764,1812222446,1857.png
1858,0.74,29,3.46E+11,0.14886,1858615353,1858.png
1859,0.74,44,3.37E+11,0.14829,1913230469,1859.png
1860,0.74,48,3.35E+11,0.14805,1849432033,1860.png
1861,0.74,42,3.34E+11,0.23801,1785806089,1861.png
1862,0.74,38,3.40E+11,0.14593,1889727114,1862.png
1863,0.74,36,3.46E+11,0.15162,2011299138,1863.png
1864,0.74,46,3.39E+11,0.1468,1730970375,1864.png
1865,0.74,43,3.41E+11,0.1505,1812954728,1865.png
1866,0.74,30,3.44E+11,0.14817,1932132858,1866.png
1867,0.74,46,3.45E+11,0.15294,1868425981,1867.png
1868,0.74,39,3.36E+11,0.14911,1778660993,1868.png
1869,0.74,29,3.48E+11,0.14897,1899867773,1869.png
1870,0.74,41,3.34E+11,0.14888,1783664130,1870.png
1871,0.74,42,3.37E+11,0.1496,1938594792,1871.png
1872,0.74,40,3.42E+11,0.15126,1899479166,1872.png
1873,0.74,41,3.36E+11,0.14907,1734664534,1873.png
1874,0.74,40,3.37E+11,0.14667,1782161120,1874.png
1875,0.74,45,3.43E+11,0.14504,1826980629,1875.png
1876,0.75,32,3.42E+11,0.14806,1954779185,1876.png
1877,0.75,35,3.41E+11,0.14735,1883686700,1877.png
1878,0.75,30,3.50E+11,0.14679,1865578695,1878.png
1879,0.75,34,3.57E+11,0.14566,2039963098,1879.png
1880,0.75,35,3.48E+11,0.14562,1826235514,1880.png
1881,0.75,33,3.48E+11,0.15008,1836378831,1881.png
1882,0.75,45,3.41E+11,0.14792,1812210284,1882.png
1883,0.75,29,3.42E+11,0.14502,1855818187,1883.png
1884,0.75,31,3.50E+11,0.14717,1865401408,1884.png
1885,0.75,31,3.50E+11,0.15426,2049935254,1885.png
1886,0.75,35,3.46E+11,0.14452,1773488634,1886.png
1887,0.75,44,3.43E+11,0.144,1913292238,1887.png
1888,0.75,31,3.50E+11,0.14245,1854988746,1888.png
1889,0.75,39,3.42E+11,0.14609,1975412291,1889.png
1890,0.75,28,3.53E+11,0.14736,1930042606,1890.png
1891,0.75,50,3.43E+11,0.14529,1823346282,1891.png
1892,0.75,42,3.43E+11,0.14478,1894269074,1892.png
1893,0.75,44,3.43E+11,0.14342,1860969118,1893.png
1894,0.75,35,3.46E+11,0.14718,1991765025,1894.png
1895,0.75,38,3.44E+11,0.15137,1769284695,1895.png
1896,0.75,46,3.38E+11,0.1488,1812432787,1896.png
1897,0.75,30,3.47E+11,0.14567,1803646924,1897.png
1898,0.75,39,3.48E+11,0.14535,1781871980,1898.png
1899,0.75,39,3.41E+11,0.14653,1926194954,1899.png
1900,0.75,39,3.41E+11,0.14663,1898576014,1900.png
1901,0.76,48,3.50E+11,0.14827,1920689222,1901.png
1902,0.76,34,3.47E+11,0.14235,1966965201,1902.png
1903,0.76,40,3.46E+11,0.14455,1738464936,1903.png
1904,0.76,43,3.44E+11,0.14638,1906301649,1904.png
1905,0.76,36,3.48E+11,0.1451,1932243495,1905.png
1906,0.76,34,3.53E+11,0.14565,1819018248,1906.png
1907,0.76,42,3.52E+11,0.15397,2006380484,1907.png
1908,0.76,36,3.54E+11,0.14371,2035569320,1908.png
1909,0.76,37,3.52E+11,0.14631,2003719838,1909.png
1910,0.76,42,3.49E+11,0.14739,1994698972,1910.png
1911,0.76,48,3.45E+11,0.14063,1804697697,1911.png
1912,0.76,30,3.47E+11,0.14153,1845229907,1912.png
1913,0.76,41,3.50E+11,0.1425,2041572324,1913.png
1914,0.76,46,3.50E+11,0.14311,1970395302,1914.png
1915,0.76,41,3.52E+11,0.1441,2008950207,1915.png
1916,0.76,31,3.54E+11,0.14376,1852031857,1916.png
1917,0.76,38,3.52E+11,0.14497,2004000103,1917.png
1918,0.76,49,3.43E+11,0.14615,1971152144,1918.png
1919,0.76,39,3.48E+11,0.15022,1822315500,1919.png
1920,0.76,35,3.52E+11,0.14163,1951326130,1920.png
1921,0.76,37,3.54E+11,0.14671,1888257689,1921.png
1922,0.76,26,3.53E+11,0.14218,2053583667,1922.png
1923,0.76,33,3.52E+11,0.14457,1998976466,1923.png
1924,0.76,32,3.53E+11,0.14201,2044006886,1924.png
1925,0.76,33,3.51E+11,0.14384,2081091750,1925.png
1926,0.77,33,3.56E+11,0.14384,1881951066,1926.png
1927,0.77,37,3.56E+11,0.14397,2014297047,1927.png
1928,0.77,34,3.56E+11,0.14423,1893694872,1928.png
1929,0.77,32,3.54E+11,0.13685,1897611399,1929.png
1930,0.77,44,3.49E+11,0.14052,1808221175,1930.png
1931,0.77,39,3.51E+11,0.14304,2027550258,1931.png
1932,0.77,37,3.61E+11,0.14526,1924070935,1932.png
1933,0.77,39,3.55E+11,0.14047,2105508687,1933.png
1934,0.77,36,3.57E+11,0.14369,1982213761,1934.png
1935,0.77,45,3.56E+11,0.13818,1845551873,1935.png
1936,0.77,51,3.53E+11,0.14268,1939875145,1936.png
1937,0.77,33,3.55E+11,0.1418,1875026330,1937.png
1938,0.77,41,3.51E+11,0.14531,1847113997,1938.png
1939,0.77,49,3.44E+11,0.1381,1947488429,1939.png
1940,0.77,46,3.52E+11,0.14183,1803359534,1940.png
1941,0.77,39,3.51E+11,0.14222,1836536980,1941.png
1942,0.77,36,3.53E+11,0.14632,1907680050,1942.png
1943,0.77,33,3.61E+11,0.14007,1983308596,1943.png
1944,0.77,39,3.54E+11,0.13995,1935751727,1944.png
1945,0.77,33,3.58E+11,0.14123,1845994804,1945.png
1946,0.77,33,3.60E+11,0.14326,1987755776,1946.png
1947,0.77,40,3.53E+11,0.14425,2007422306,1947.png
1948,0.77,41,3.50E+11,0.14312,1829353415,1948.png
1949,0.77,38,3.58E+11,0.14184,1883053785,1949.png
1950,0.77,44,3.51E+11,0.14504,1905254935,1950.png
1951,0.78,29,3.62E+11,0.14427,1918643325,1951.png
1952,0.78,34,3.58E+11,0.1352,1864252550,1952.png
1953,0.78,42,3.62E+11,0.13825,1964154100,1953.png
1954,0.78,36,3.59E+11,0.1398,1878273828,1954.png
1955,0.78,34,3.61E+11,0.1448,2068249166,1955.png
1956,0.78,37,3.58E+11,0.14334,1999980190,1956.png
1957,0.78,39,3.65E+11,0.14598,2123079216,1957.png
1958,0.78,40,3.67E+11,0.14018,1992299062,1958.png
1959,0.78,47,3.58E+11,0.14167,1972505950,1959.png
1960,0.78,38,3.57E+11,0.1385,1885123421,1960.png
1961,0.78,42,3.59E+11,0.13835,1942464468,1961.png
1962,0.78,33,3.59E+11,0.14064,1856954548,1962.png
1963,0.78,33,3.59E+11,0.14164,1852144870,1963.png
1964,0.78,32,3.61E+11,0.1386,1970081128,1964.png
1965,0.78,31,3.62E+11,0.13853,2050495323,1965.png
1966,0.78,50,3.50E+11,0.13657,2018319084,1966.png
1967,0.78,38,3.59E+11,0.13935,2002076990,1967.png
1968,0.78,35,3.60E+11,0.14072,2017556240,1968.png
1969,0.78,39,3.58E+11,0.14027,1986834484,1969.png
1970,0.78,44,3.55E+11,0.13807,1855988341,1970.png
1971,0.78,29,3.63E+11,0.1381,2072926443,1971.png
1972,0.78,55,3.52E+11,0.14097,1848107826,1972.png
1973,0.78,41,3.55E+11,0.13627,1922783379,1973.png
1974,0.78,38,3.59E+11,0.13825,1874622429,1974.png
1975,0.78,37,3.60E+11,0.14796,1948806811,1975.png
1976,0.79,40,3.64E+11,0.13983,2020564254,1976.png
1977,0.79,41,3.64E+11,0.13936,1854382935,1977.png
1978,0.79,41,3.70E+11,0.14552,2118536578,1978.png
1979,0.79,45,3.62E+11,0.1392,1855167814,1979.png
1980,0.79,36,3.68E+11,0.13923,1961101672,1980.png
1981,0.79,46,3.63E+11,0.14114,1872102879,1981.png
1982,0.79,38,3.68E+11,0.13739,2177487648,1982.png
1983,0.79,41,3.62E+11,0.13905,1919437151,1983.png
1984,0.79,40,3.65E+11,0.13759,1930255921,1984.png
1985,0.79,37,3.68E+11,0.13545,2018752967,1985.png
1986,0.79,49,3.60E+11,0.13818,1961668275,1986.png
1987,0.79,34,3.65E+11,0.13842,1909254071,1987.png
1988,0.79,45,3.60E+11,0.1376,2073731240,1988.png
1989,0.79,36,3.65E+11,0.13513,2059729179,1989.png
1990,0.79,40,3.66E+11,0.13885,1924082075,1990.png
1991,0.79,44,3.64E+11,0.14212,2033691272,1991.png
1992,0.79,42,3.65E+11,0.13605,2092912906,1992.png
1993,0.79,40,3.61E+11,0.13817,1936237255,1993.png
1994,0.79,48,3.58E+11,0.14004,1899196737,1994.png
1995,0.79,40,3.63E+11,0.13831,1941977289,1995.png
1996,0.79,43,3.59E+11,0.13872,1918276942,1996.png
1997,0.79,44,3.65E+11,0.13693,2101594671,1997.png
1998,0.79,48,3.65E+11,0.13649,2019779281,1998.png
1999,0.79,40,3.68E+11,0.13692,2056608779,1999.png
2000,0.79,35,3.65E+11,0.13532,1878273148,2000.png
2001,0.8,31,3.73E+11,0.13828,2051732651,2001.png
2002,0.8,36,3.77E+11,0.13448,2142475642,2002.png
2003,0.8,45,3.67E+11,0.1362,2003408577,2003.png
2004,0.8,33,3.72E+11,0.13329,2048595634,2004.png
2005,0.8,44,3.65E+11,0.13594,1954097514,2005.png
2006,0.8,41,3.68E+11,0.1345,1960211757,2006.png
2007,0.8,38,3.71E+11,0.13782,2088494363,2007.png
2008,0.8,38,3.70E+11,0.13614,1929303367,2008.png
2009,0.8,45,3.66E+11,0.1375,1991966354,2009.png
2010,0.8,34,3.75E+11,0.13734,2045410605,2010.png
2011,0.8,38,3.67E+11,0.13958,2016725489,2011.png
2012,0.8,40,3.74E+11,0.13729,2099990215,2012.png
2013,0.8,50,3.70E+11,0.13576,2032550798,2013.png
2014,0.8,24,3.77E+11,0.1369,2041930840,2014.png
2015,0.8,34,3.69E+11,0.13404,1880306476,2015.png
2016,0.8,43,3.65E+11,0.13447,1921174383,2016.png
2017,0.8,45,3.61E+11,0.13836,1907951742,2017.png
2018,0.8,41,3.62E+11,0.13316,1995867298,2018.png
2019,0.8,32,3.75E+11,0.13816,2075665960,2019.png
2020,0.8,46,3.63E+11,0.13482,1950468694,2020.png
2021,0.8,42,3.70E+11,0.13491,2090100538,2021.png
2022,0.8,33,3.74E+11,0.13498,1989798917,2022.png
2023,0.8,31,3.74E+11,0.13588,1941803586,2023.png
2024,0.8,33,3.73E+11,0.13897,2103017705,2024.png
2025,0.8,37,3.68E+11,0.1352,2035895118,2025.png
2026,0.81,36,3.78E+11,0.13384,2018887857,2026.png
2027,0.81,47,3.75E+11,0.13469,2104917926,2027.png
2028,0.81,47,3.67E+11,0.13095,1930057861,2028.png
2029,0.81,38,3.73E+11,0.1356,2158452285,2029.png
2030,0.81,44,3.72E+11,0.13687,2132321996,2030.png
2031,0.81,33,3.73E+11,0.13421,2025990511,2031.png
2032,0.81,40,3.69E+11,0.13831,2020390946,2032.png
2033,0.81,32,3.77E+11,0.13472,2103793901,2033.png
2034,0.81,41,3.75E+11,0.13211,2111049556,2034.png
2035,0.81,37,3.77E+11,0.13682,2144367759,2035.png
2036,0.81,42,3.84E+11,0.13536,2188326072,2036.png
2037,0.81,35,3.77E+11,0.13348,2045319387,2037.png
2038,0.81,45,3.70E+11,0.13767,2025873443,2038.png
2039,0.81,46,3.70E+11,0.13237,1938886896,2039.png
2040,0.81,43,3.74E+11,0.13233,2010974119,2040.png
2041,0.81,31,3.76E+11,0.13467,2105501967,2041.png
2042,0.81,34,3.73E+11,0.13381,2012810629,2042.png
2043,0.81,45,3.70E+11,0.1304,1982778712,2043.png
2044,0.81,42,3.72E+11,0.13234,2003506391,2044.png
2045,0.81,44,3.73E+11,0.13572,2078762071,2045.png
2046,0.81,41,3.75E+11,0.1361,2140239443,2046.png
2047,0.81,33,3.77E+11,0.13206,2022441898,2047.png
2048,0.81,31,3.80E+11,0.13731,2209956223,2048.png
2049,0.81,38,3.72E+11,0.13584,2185798326,2049.png
2050,0.81,25,3.79E+11,0.13228,2162286136,2050.png
2051,0.82,34,3.83E+11,0.1344,2267822359,2051.png
2052,0.82,41,3.83E+11,0.12979,1982940612,2052.png
2053,0.82,39,3.84E+11,0.12651,2215334229,2053.png
2054,0.82,47,3.77E+11,0.13403,2090244807,2054.png
2055,0.82,48,3.76E+11,0.1309,2073958400,2055.png
2056,0.82,28,3.81E+11,0.12931,2105227593,2056.png
2057,0.82,40,3.79E+11,0.12836,2042482850,2057.png
2058,0.82,38,3.80E+11,0.13139,1972392725,2058.png
2059,0.82,35,3.78E+11,0.13099,2169404784,2059.png
2060,0.82,48,3.75E+11,0.13092,1933346812,2060.png
2061,0.82,37,3.80E+11,0.13033,2139638948,2061.png
2062,0.82,35,3.78E+11,0.13314,2066602227,2062.png
2063,0.82,46,3.79E+11,0.13102,2076357317,2063.png
2064,0.82,34,3.81E+11,0.13381,2173706106,2064.png
2065,0.82,34,3.80E+11,0.12937,2146437064,2065.png
2066,0.82,46,3.81E+11,0.13024,2092155240,2066.png
2067,0.82,34,3.78E+11,0.13323,2031543948,2067.png
2068,0.82,39,3.77E+11,0.13357,2104745009,2068.png
2069,0.82,27,3.86E+11,0.13064,2242948827,2069.png
2070,0.82,43,3.81E+11,0.13397,1957409090,2070.png
2071,0.82,37,3.85E+11,0.13443,2240955890,2071.png
2072,0.82,40,3.78E+11,0.13743,2180574102,2072.png
2073,0.82,41,3.79E+11,0.13375,2050058116,2073.png
2074,0.82,41,3.78E+11,0.13331,2064435301,2074.png
2075,0.82,46,3.74E+11,0.13281,1999685672,2075.png
2076,0.83,42,3.84E+11,0.12906,2056013129,2076.png
2077,0.83,38,3.87E+11,0.17588,1981502130,2077.png
2078,0.83,31,3.83E+11,0.13121,2108053072,2078.png
2079,0.83,40,3.84E+11,0.12498,1960458632,2079.png
2080,0.83,40,3.85E+11,0.12977,2102849586,2080.png
2081,0.83,37,3.82E+11,0.12676,1983085741,2081.png
2082,0.83,47,3.84E+11,0.12853,2128275529,2082.png
2083,0.83,36,3.90E+11,0.13394,2186543602,2083.png
2084,0.83,48,3.83E+11,0.13044,1987069478,2084.png
2085,0.83,35,3.86E+11,0.12855,2095912626,2085.png
2086,0.83,37,3.90E+11,0.12809,2177401343,2086.png
2087,0.83,43,3.88E+11,0.13292,2144574788,2087.png
2088,0.83,39,3.82E+11,0.12999,2180886209,2088.png
2089,0.83,32,3.88E+11,0.13005,2296172434,2089.png
2090,0.83,44,3.83E+11,0.13183,2137523713,2090.png
2091,0.83,47,3.82E+11,0.13418,2153912341,2091.png
2092,0.83,32,3.87E+11,0.12721,2149592647,2092.png
2093,0.83,45,3.80E+11,0.12952,2020823502,2093.png
2094,0.83,31,3.84E+11,0.13058,2219330177,2094.png
2095,0.83,37,3.89E+11,0.13275,2042204170,2095.png
2096,0.83,50,3.82E+11,0.13393,1970149354,2096.png
2097,0.83,44,3.89E+11,0.12853,2164444745,2097.png
2098,0.83,32,3.92E+11,0.12988,2168055002,2098.png
2099,0.83,36,3.87E+11,0.12916,2178977415,2099.png
2100,0.83,27,3.92E+11,0.13084,2250447050,2100.png
2101,0.84,40,3.87E+11,0.1268,2023200415,2101.png
2102,0.84,36,3.93E+11,0.12551,2083541446,2102.png
2103,0.84,34,3.94E+11,0.12912,2343792320,2103.png
2104,0.84,29,3.92E+11,0.12578,2117087136,2104.png
2105,0.84,30,3.89E+11,0.12626,2118268124,2105.png
2106,0.84,42,3.89E+11,0.13015,2288531434,2106.png
2107,0.84,37,3.90E+11,0.12847,2013975487,2107.png
2108,0.84,42,3.88E+11,0.12834,2195524318,2108.png
2109,0.84,41,3.87E+11,0.13226,2071530162,2109.png
2110,0.84,33,4.01E+11,0.12747,2316818063,2110.png
2111,0.84,42,3.90E+11,0.12732,1971985300,2111.png
2112,0.84,49,3.84E+11,0.1312,2134622120,2112.png
2113,0.84,33,3.93E+11,0.12517,2140117246,2113.png
2114,0.84,37,3.90E+11,0.13528,2026449950,2114.png
2115,0.84,39,3.93E+11,0.12843,2259093306,2115.png
2116,0.84,37,3.89E+11,0.12838,2164716121,2116.png
2117,0.84,46,3.89E+11,0.12936,2187149696,2117.png
2118,0.84,36,3.98E+11,0.1308,2212284699,2118.png
2119,0.84,35,3.94E+11,0.12558,2068450401,2119.png
2120,0.84,37,3.90E+11,0.12837,2185298490,2120.png
2121,0.84,46,3.88E+11,0.12771,2106326683,2121.png
2122,0.84,40,3.88E+11,0.13086,2134669538,2122.png
2123,0.84,33,3.91E+11,0.12823,2291535203,2123.png
2124,0.84,45,3.87E+11,0.12977,2129877253,2124.png
2125,0.84,43,3.88E+11,0.13009,2101804242,2125.png
2126,0.85,39,3.93E+11,0.12569,2096920699,2126.png
2127,0.85,35,3.99E+11,0.12745,2271828075,2127.png
2128,0.85,35,3.93E+11,0.12609,2052852130,2128.png
2129,0.85,40,3.98E+11,0.13496,2307599648,2129.png
2130,0.85,30,4.00E+11,0.12682,2164648528,2130.png
2131,0.85,39,3.91E+11,0.12588,2004438983,2131.png
2132,0.85,40,3.95E+11,0.12847,2342168000,2132.png
2133,0.85,35,3.98E+11,0.12772,2261478217,2133.png
2134,0.85,40,3.98E+11,0.12532,2036719079,2134.png
2135,0.85,31,3.97E+11,0.12682,2177201688,2135.png
2136,0.85,44,3.99E+11,0.1257,2269348193,2136.png
2137,0.85,47,3.92E+11,0.12653,2079749415,2137.png
2138,0.85,31,3.94E+11,0.12704,2053295385,2138.png
2139,0.85,31,3.99E+11,0.1264,2188964057,2139.png
2140,0.85,57,3.87E+11,0.12368,2020665744,2140.png
2141,0.85,32,4.05E+11,0.12784,2134364316,2141.png
2142,0.85,43,3.92E+11,0.12529,2094390750,2142.png
2143,0.85,47,3.96E+11,0.12498,2126072159,2143.png
2144,0.85,36,3.97E+11,0.12497,2236477105,2144.png
2145,0.85,45,3.98E+11,0.1266,2342243111,2145.png
2146,0.85,39,3.97E+11,0.12797,2093056675,2146.png
2147,0.85,40,4.03E+11,0.12789,2234155271,2147.png
2148,0.85,34,3.96E+11,0.12669,2164623322,2148.png
2149,0.85,27,3.96E+11,0.12459,2080742602,2149.png
2150,0.85,37,3.96E+11,0.12671,2054181328,2150.png
2151,0.86,43,4.03E+11,0.12408,2260146200,2151.png
2152,0.86,38,3.97E+11,0.12563,2299088480,2152.png
2153,0.86,40,3.97E+11,0.12063,2261902575,2153.png
2154,0.86,37,4.02E+11,0.12608,2400768013,2154.png
2155,0.86,43,4.01E+11,0.12422,2225763229,2155.png
2156,0.86,42,3.99E+11,0.12607,2342013393,2156.png
2157,0.86,52,3.95E+11,0.12305,2151786547,2157.png
2158,0.86,43,3.98E+11,0.12817,2104817350,2158.png
2159,0.86,43,3.99E+11,0.12408,2237862607,2159.png
2160,0.86,42,3.99E+11,0.12532,2300242490,2160.png
2161,0.86,49,4.02E+11,0.12426,2212001349,2161.png
2162,0.86,33,4.01E+11,0.12256,2223888885,2162.png
2163,0.86,38,4.04E+11,0.12648,2188398078,2163.png
2164,0.86,40,3.98E+11,0.12719,2334158139,2164.png
2165,0.86,36,4.03E+11,0.12513,2171493368,2165.png
2166,0.86,46,4.00E+11,0.12337,2156988892,2166.png
2167,0.86,43,4.00E+11,0.12632,2055642628,2167.png
2168,0.86,26,4.08E+11,0.12506,2237143383,2168.png
2169,0.86,37,4.02E+11,0.12528,2240777530,2169.png
2170,0.86,35,4.02E+11,0.1243,2333800894,2170.png
2171,0.86,38,3.97E+11,0.12515,2329091237,2171.png
2172,0.86,36,4.29E+11,0.12323,2725480570,2172.png
2173,0.86,33,3.99E+11,0.124,2278718561,2173.png
2174,0.86,34,4.04E+11,0.12475,2400230829,2174.png
2175,0.86,60,3.91E+11,0.12471,2015134567,2175.png
2176,0.87,37,4.06E+11,0.12419,2201482207,2176.png
2177,0.87,22,4.11E+11,0.12181,2400370920,2177.png
2178,0.87,38,4.08E+11,0.12379,2306613658,2178.png
2179,0.87,41,4.03E+11,0.1213,2131576610,2179.png
2180,0.87,38,4.05E+11,0.12453,2271423532,2180.png
2181,0.87,30,4.10E+11,0.12171,2243377621,2181.png
2182,0.87,32,4.05E+11,0.1209,2253784855,2182.png
2183,0.87,42,4.02E+11,0.12157,2205018638,2183.png
2184,0.87,58,3.98E+11,0.12355,2141067958,2184.png
2185,0.87,34,4.09E+11,0.12159,2204663864,2185.png
2186,0.87,40,4.07E+11,0.12219,2263614079,2186.png
2187,0.87,36,4.03E+11,0.1236,2101428851,2187.png
2188,0.87,35,4.07E+11,0.12326,2364805186,2188.png
2189,0.87,54,3.96E+11,0.12394,2238132702,2189.png
2190,0.87,34,4.07E+11,0.12179,2239237416,2190.png
2191,0.87,37,4.08E+11,0.12496,2371540365,2191.png
2192,0.87,40,4.04E+11,0.12313,2095133279,2192.png
2193,0.87,39,4.04E+11,0.12157,2197173901,2193.png
2194,0.87,27,4.11E+11,0.12177,2182267308,2194.png
2195,0.87,42,4.04E+11,0.12085,2072357290,2195.png
2196,0.87,24,4.10E+11,0.12469,2211819016,2196.png
2197,0.87,48,4.01E+11,0.12253,2250305268,2197.png
2198,0.87,40,4.10E+11,0.12149,2268577016,2198.png
2199,0.87,44,4.07E+11,0.1207,2253480890,2199.png
2200,0.87,42,4.01E+11,0.12239,2149429199,2200.png
2201,0.88,37,4.16E+11,0.12047,2355201297,2201.png
2202,0.88,36,4.11E+11,0.1218,2167098058,2202.png
2203,0.88,40,4.06E+11,0.12202,2257080078,2203.png
2204,0.88,41,4.14E+11,0.12169,2270925876,2204.png
2205,0.88,41,4.08E+11,0.12232,2099689638,2205.png
2206,0.88,41,4.06E+11,0.12005,2164369512,2206.png
2207,0.88,37,4.08E+11,0.12547,2307910496,2207.png
2208,0.88,34,4.12E+11,0.12131,2129362381,2208.png
2209,0.88,43,4.10E+11,0.12121,2299228188,2209.png
2210,0.88,33,4.12E+11,0.1277,2234550768,2210.png
2211,0.88,49,4.09E+11,0.12163,2275653712,2211.png
2212,0.88,48,4.08E+11,0.12027,2182150261,2212.png
2213,0.88,47,4.05E+11,0.12374,2101254753,2213.png
2214,0.88,37,4.09E+11,0.11869,2175355398,2214.png
2215,0.88,47,4.05E+11,0.12041,2127214529,2215.png
2216,0.88,53,4.05E+11,0.12112,2158477575,2216.png
2217,0.88,34,4.10E+11,0.12026,2247990501,2217.png
2218,0.88,47,4.10E+11,0.12222,2274623046,2218.png
2219,0.88,40,4.14E+11,0.11958,2293822477,2219.png
2220,0.88,30,4.17E+11,0.12259,2417576840,2220.png
2221,0.88,35,4.10E+11,0.12082,2172849680,2221.png
2222,0.88,41,4.12E+11,0.12229,2304301858,2222.png
2223,0.88,40,4.09E+11,0.11945,2289180970,2223.png
2224,0.88,36,4.14E+11,0.12325,2154200529,2224.png
2225,0.88,36,4.12E+11,0.1193,2317299056,2225.png
2226,0.89,48,4.09E+11,0.12087,2235122094,2226.png
2227,0.89,39,4.13E+11,0.12164,2459604497,2227.png
2228,0.89,36,4.15E+11,0.11722,2411853530,2228.png
2229,0.89,33,4.23E+11,0.1226,2587030982,2229.png
2230,0.89,30,4.22E+11,0.11884,2409253317,2230.png
2231,0.89,36,4.14E+11,0.11775,2362603700,2231.png
2232,0.89,31,4.15E+11,0.1202,2245011847,2232.png
2233,0.89,49,4.11E+11,0.11708,2246638355,2233.png
2234,0.89,43,4.16E+11,0.12174,2442402647,2234.png
2235,0.89,36,4.13E+11,0.1177,2378115286,2235.png
2236,0.89,36,4.19E+11,0.12028,2453764940,2236.png
2237,0.89,35,4.18E+11,0.12453,2235789806,2237.png
2238,0.89,36,4.17E+11,0.11647,2216395550,2238.png
2239,0.89,40,4.12E+11,0.11828,2217672292,2239.png
2240,0.89,47,4.12E+11,0.11901,2145625822,2240.png
2241,0.89,32,4.22E+11,0.11892,2366536544,2241.png
2242,0.89,45,4.14E+11,0.12027,2318149893,2242.png
2243,0.89,31,4.20E+11,0.11799,2454749558,2243.png
2244,0.89,38,4.18E+11,0.11785,2243256164,2244.png
2245,0.89,52,4.12E+11,0.11912,2258598804,2245.png
2246,0.89,43,4.11E+11,0.11408,2426809944,2246.png
2247,0.89,24,4.21E+11,0.11733,2306447031,2247.png
2248,0.89,43,4.13E+11,0.11719,2215990359,2248.png
2249,0.89,60,4.10E+11,0.11929,2271615449,2249.png
2250,0.89,43,4.13E+11,0.11987,2234289892,2250.png
2251,0.9,31,4.24E+11,0.1193,2345507174,2251.png
2252,0.9,45,4.21E+11,0.11634,2350491891,2252.png
2253,0.9,46,4.17E+11,0.11694,2362664997,2253.png
2254,0.9,46,4.22E+11,0.11841,2407120459,2254.png
2255,0.9,33,4.24E+11,0.11677,2421788003,2255.png
2256,0.9,34,4.23E+11,0.11516,2453159345,2256.png
2257,0.9,42,4.21E+11,0.1208,2268678205,2257.png
2258,0.9,36,4.23E+11,0.11213,2274171675,2258.png
2259,0.9,34,4.23E+11,0.11475,2308753502,2259.png
2260,0.9,34,4.29E+11,0.11411,2278502233,2260.png
2261,0.9,28,4.24E+11,0.11702,2385786111,2261.png
2262,0.9,44,4.24E+11,0.11606,2279925605,2262.png
2263,0.9,40,4.17E+11,0.11592,2169728727,2263.png
2264,0.9,46,4.16E+11,0.11692,2287463227,2264.png
2265,0.9,43,4.22E+11,0.11765,2295749289,2265.png
2266,0.9,35,4.23E+11,0.1181,2348132475,2266.png
2267,0.9,37,4.22E+11,0.11875,2458279380,2267.png
2268,0.9,43,4.21E+11,0.11868,2327702718,2268.png
2269,0.9,36,4.22E+11,0.11815,2230836368,2269.png
2270,0.9,36,4.24E+11,0.11699,2341802275,2270.png
2271,0.9,45,4.19E+11,0.11975,2370581320,2271.png
2272,0.9,31,4.20E+11,0.11716,2177465608,2272.png
2273,0.9,37,4.24E+11,0.11796,2197882873,2273.png
2274,0.9,36,4.24E+11,0.11705,2536700666,2274.png
2275,0.9,30,4.28E+11,0.11816,2475819107,2275.png
2276,0.91,40,4.28E+11,0.11736,2438496345,2276.png
2277,0.91,35,4.29E+11,0.11552,2218536257,2277.png
2278,0.91,39,4.29E+11,0.11716,2282229549,2278.png
2279,0.91,39,4.25E+11,0.11652,2389537699,2279.png
2280,0.91,47,4.23E+11,0.11653,2384087134,2280.png
2281,0.91,39,4.29E+11,0.11631,2384889939,2281.png
2282,0.91,38,4.22E+11,0.1151,2309398703,2282.png
2283,0.91,50,4.21E+11,0.1142,2415543182,2283.png
2284,0.91,36,4.28E+11,0.11602,2584515519,2284.png
2285,0.91,43,4.26E+11,0.11542,2270850817,2285.png
2286,0.91,36,4.25E+11,0.11593,2458443200,2286.png
2287,0.91,41,4.24E+11,0.11421,2418082890,2287.png
2288,0.91,44,4.24E+11,0.11916,2353074715,2288.png
2289,0.91,26,4.32E+11,0.11429,2297223564,2289.png
2290,0.91,37,4.30E+11,0.11627,2373093843,2290.png
2291,0.91,40,4.23E+11,0.11598,2280920511,2291.png
2292,0.91,39,4.39E+11,0.11777,2582522383,2292.png
2293,0.91,41,4.29E+11,0.11596,2492079565,2293.png
2294,0.91,36,4.30E+11,0.1154,2461097887,2294.png
2295,0.91,49,4.21E+11,0.11555,2252036402,2295.png
2296,0.91,35,4.27E+11,0.11384,2449976211,2296.png
2297,0.91,47,4.28E+11,0.11816,2419298107,2297.png
2298,0.91,36,4.28E+11,0.1352,2511731067,2298.png
2299,0.91,32,4.31E+11,0.11623,2434394438,2299.png
2300,0.91,30,4.29E+11,0.11514,2403493690,2300.png
